sentence_id,doc_key,sentence,label
41794,WS_51,"Demographics, such as your age or gender.",Categories of Personal Information Sold
41796,WS_51,"Commercial information, including purchases and engagement with the Services.\n",Categories of Personal Information Sold
41798,WS_51,"Geolocation data, including location enabled services such as WiFi and GPS.",Categories of Personal Information Sold
41801,WS_51,"This comprises information about your operating system, your IP addresses, browser type and language, referring pages and URLs, keywords, date and time, and what sections of our Platform you visit (the “usage information”)",Categories of Personal Information Sold
41803,WS_52,"Information We Collect, Receive and Create about You\nWe may collect or obtain information about you when you sign up, when you create profiles, pages or contributions, when you use and interact with our services and when you make your personal information public.",Categories of Personal Information Collected
41824,WS_52,"Management of financial planning, reporting and development.",Categories of Personal Information Collected
41843,WS_52,"Where users choose to disclose sensitive personal information within profiles, contributions or other free-text fields available through Humble Bundle, we do not use the sensitive information for any additional purpose without consent, unless required to comply with laws, or prevent crimes.",Description of Right to Limit use of PI
41849,WS_52,This policy is meant to provide transparency with regard to your data.,Description of Right to Know PI Collected
41854,WS_52,"For certain requests, we may require additional information.",Description of Right to Correct Information
41856,WS_52,Right to Object to the Use of Sensitive Personal Information: You have the right to object to our use of your sensitive personal information.,Description of Right to Limit use of PI
41857,WS_52,"Sensitive personal information is information about your health, race, religion, sexual orientation, gender identity, political opinions or philosophical beliefs.",Description of Right to Limit use of PI
41858,WS_52,"You should always be mindful about the personal information you share online, especially when it is sensitive in nature.",Description of Right to Limit use of PI
41863,WS_52,"We will notify you prior to making policy updates that materially change the way we treat your personal data, and will not use your data in a materially different manner without your consent.",Updated Privacy Policy
41880,WS_52,"Right to Request Rectification: If you find that any of your information that we are processing is inaccurate, you can contact us to have your information corrected",Description of Right to Correct Information
41924,WS_53,Physical location or movements.,Categories of Personal Information Collected
41962,WS_53,Non-Discrimination\nWe will not discriminate against you for exercising any of your CCPA rights.,Description of Right to Non-discrimination on exercising rights
41964,WS_53,Any CCPA-permitted financial incentive we offer will reasonably relate to your personal information's value and contain written terms that describe the program's material aspects.,Description of Right to Non-discrimination on exercising rights
41965,WS_53,"Participation in a financial incentive program requires your prior opt in consent, which you may revoke at any time.",Description of Right to Non-discrimination on exercising rights
41980,WS_53,We share your personal information with the following categories of third parties:\n\nService providers.,Categories of Personal Information Shared / Disclosed
41990,WS_53,"Changes to this Privacy Policy\nFrom time to time, we may change this privacy policy to accommodate new technologies, industry practices, regulatory requirements, or other business reasons.",Updated Privacy Policy
42031,WS_54,"Note that we only use and share your sensitive personal information for the purpose of providing our goods, subscriptions, and services that youâ€™ve requested or purchased, maintaining the quality of our services and Platform, or protecting our services and Platform against illegal activity.",Description of Right to Limit use of PI
42032,WS_54,You will not to be discriminated against for exercising these rights.,Description of Right to Non-discrimination on exercising rights
42035,WS_54,We collect and use the following categories of personal information for the business and commercial purposes described in this Privacy Policy: identifiers; personal information categories listed in Cal.,Categories of Personal Information Collected
42077,WS_54,"Limit the Use of my Sensitive Personal Information: In relation to the sensitive personal information identified in Section 1 above, you may be able to request that we limit our use and sharing of such information to those purposes specified under applicable privacy laws",Description of Right to Limit use of PI
42081,WS_55,"“Cookies” - Non-Personal Information is collected, inter alia, through the use of cookies, so when accessing or using the Website, we may use one or more cookies.",Categories of Personal Information Collected
42111,WS_55,"Non-Discrimination\n You have a right not to receive discriminatory treatment for exercising your privacy rights under the CCPA.\n\nUnless permitted by the CCPA, we will not:\n\nDeny you goods or services.\nCharge you different prices or rates for goods or services, including through granting discounts or other benefits, or imposing penalties.\nProvide you a different level or quality of goods or services.\nSuggest that you may receive a different price or rate for goods or services or a different level or quality of goods or services.",Description of Right to Non-discrimination on exercising rights
42112,WS_55,"Updates or Amendments to the Privacy Notice\nWe reserve the right to change this Privacy Notice at any time, so please re-visit this page frequently.",Updated Privacy Policy
42120,WS_55,"(2) Personal Information - “Personal Information” is information that may be of a private or sensitive nature, including your name, gender, phone number, e-mail address or mailing address, payment information and IP address",Categories of Personal Information Shared / Disclosed
42259,WS_56,"Note that the CCPA defines “business purpose” broadly; and because we use service providers for a number of business purposes that require access to our systems that hold personal information (such as supplying cloud data storage, maintaining the security of our systems, and providing customer support), in the past 12 months we have disclosed for a business purpose data from each of the categories of personal information we maintain.\nThe categories of personal information we have sold about you (if any), for each category of third parties to which the personal information was sold.",Description of Right to Know PI sold / shared
42262,WS_56,We provide our “Do Not Sell My Info” disclosures in the Cookies and Similar Technologies section of this Notice.,Description of Right to Know PI sold / shared
42270,WS_56,"To help you stay current of any changes, we note the date the Privacy Notice was last updated above.",Updated Privacy Policy
42297,WS_56,United States: NAI (http://www.networkadvertising.org/managing/opt_out.aspx) and DAA (http://www.abouads.info/choices/),Methods to exercise rights
42298,WS_56,"You have a right to request that companies provide you with the following information:\n\nThe categories and specific pieces of personal information we have collected about you.\nThe categories of sources from which we collect personal information.\nThe purposes for collecting, using, or selling personal information.\nThe categories of third parties with which we share personal information.\nThe categories of personal information we have disclosed about you for a business purpose.",Description of Right to Know PI Collected
42300,WS_56,"You have a right to request that companies provide you with the following information:\n\nThe categories and specific pieces of personal information we have collected about you.\nThe categories of sources from which we collect personal information.\nThe purposes for collecting, using, or selling personal information.\nThe categories of third parties with which we share personal information.\nThe categories of personal information we have disclosed about you for a business purpose",Description of Right to Know PI sold / shared
42302,WS_56,"Finally, you have a right to not be discriminated against for exercising rights set out in the CCPA.",Description of Right to Non-discrimination on exercising rights
42348,WS_57,You can ask us to correct inaccurate Personal Information that we have collected about you.,Description of Right to Correct Information
42349,WS_57,You can ask us to delete the Personal Information that we have collected from you.,Description of Right to Delete
42405,WS_57,"Service improvement and analytics.\nWe may use your personal information to analyze your usage of the Service, improve the Service, improve the rest of our business, help us understand user activity on the Service, including which pages are most and least visited and how visitors move around the Service, as well as user interactions with our emails, and to develop new products and services.\n\nTo comply with our legal obligations.\nWe may use your personal information to:\n\ncomply with applicable laws, lawful requests, and legal process, such as to respond to subpoenas or requests from government authorities;\nprotect our, your or others’ rights, privacy, safety or property (including by making and defending legal claims);\naudit our internal processes for compliance with legal and contractual requirements or our internal policies;\nenforce the terms and conditions that govern the Services; and\nprevent, identify, investigate and deter fraudulent, harmful, unauthorized, unethical or illegal activity, including cyberattacks and identity theft.",Categories of Personal Information Collected
42426,WS_57,\nStatutory category / Personal Information (“PI”) we collect in this category\n\nCalifornia Customer Records\n(as defined in California Civil Code §1798.80)\n\nContact data\nDemographic data\nAccount data\nCommunications data\nPayment and transactional data\nCommercial data\nMarketing data\nUser-generated content data\nConnected Device Details\nAudio-visual information\nDevice data\nOnline activity data\nPrecise geolocation data\nCategories of third parties to whom we “disclose” PI for a business purpose\n\nAffiliates\nService providers\nLinked third-party services\n,Categories of Personal Information Sold
42427,WS_57,\nStatutory category / Personal Information (“PI”) we collect in this category\n\nInternet or Network Information\n\nConnected Device Details\nDevice data\nOnline activity data\nCategories of third parties to whom we “disclose” PI for a business purpose\n\nAffiliates\nService providers\n,Categories of Personal Information Sold
42446,WS_58,"Personal data collected by third parties\nModels: when discussing with our Billing Support and Customer Support teams, a Model may provide some information about you, which will be collected.\n\nExternal Partners’ Ad Networks: they help us to promote our site.",Categories of Personal Information Shared / Disclosed
42469,WS_58,"The information in these reports is in aggregate form, and cannot be used to identify individuals.",Categories of Personal Information Collected
42479,WS_58,"For example, when you visit and log in on our site we use your IP address to determine the country where you are from, and display our webpages in your language (within the limits of the languages available on the site), so if you visit or login on our site from the United States, our site will automatically display content in English.\n\nPromotion: We have affiliate programs through which webmasters or other third parties can help us to promote our sites.\n\nWe share limited information about you with the webmasters or other third parties participating in these affiliate programs, to help them to set up, maintain and optimize their marketing campaigns or promotional activities.",Categories of Personal Information Collected
42515,WS_58,Webmasters participating in our affiliate programs,Categories of Personal Information Shared / Disclosed
42524,WS_58,"You have the right to know the categories of sources from which the personal data has been collected, the business or commercial purpose for collecting or selling personal data, and the categories of third parties with whom we share personal data",Description of Right to Know PI Collected
42528,WS_58,"Personal Information Disclosed\nYou also have the right to know what categories of personal data we’ve disclosed for a business purpose, and the third parties to whom that information was disclosed.",Description of Right to Know PI sold / shared
42533,WS_58,"Changes to Our Privacy Policy\nWe may occasionally amend this Privacy Policy to reflect changes to our services and the way we are handling your personal data or changes in the applicable laws.\n\nIf we make any important changes, we will let you know by placing a notice on the relevant site and/or contact you directly, using other methods such as email.\n\nTo the extent permitted by applicable law, such changes will be applicable from the time they are published on our site, unless we specify a date of entry into force.",Updated Privacy Policy
42572,WS_58,"Please be aware that we will never share with them any information leading to your direct identification (e.g. real name, address, email address, payment details or IP address).",Categories of Personal Information Shared / Disclosed
42580,WS_58,"Personal Information Disclosed\nYou also have the right to know what categories of personal data we’ve disclosed for a business purpose, and the third parties to whom that information was disclosed",Description of Right to Know PI Collected
42582,WS_58,"Your Right to Non-Discrimination\nYou have the right not to receive discriminatory treatment for the exercise of the privacy rights conferred by CCPA, including but not limited to by denying you services, charging different prices or rates, or providing you with a different level or quality of services",Description of Right to Non-discrimination on exercising rights
42583,WS_59,"LAST REVIEWED AND UPDATED: MARCH 17, 2023",Updated Privacy Policy
42615,WS_59,"We will share your Personal Information with the following categories of third parties:\n\nOur service providers and subcontractors including, but not limited to, payment processors, suppliers of technical and support services and cloud service providers;\nCompanies that assist us in our marketing, advertising and promotional activities;\nCompanies that assist in our recruiting and hiring activities;\nAnalytics and search engine providers that assist us in the improvement and optimization of the website; and\nSystems integrators and service providers who resell our products and services.\nService providers that are provided access to Personal Information are evaluated by our vendor risk management program and agree to appropriate security and privacy safeguards when accessing or storing our Personal Information.",Categories of Personal Information Shared / Disclosed
42650,WS_59,"Any identifying information in such requests will be used solely for verification, and to communicate with you.",Methods to exercise rights
42662,WS_59,"Some of the data we collect is anonymous information sent by your browser when you visit our websites, however if/when you identify yourself by filling out a form, some data (such as what pages you view on our websites) will be connected to your personal information.",Categories of Personal Information Collected
42686,WS_59,Medallia’s customers may electronically submit data or information for hosting and processing purposes (“Customer Data”).,Categories of Personal Information Collected
42731,WS_60,Request Correction of your personal information where it is inaccurate or incomplete.,Description of Right to Correct Information
42732,WS_60,"In some cases, we may provide self-service tools that enable you to update your personal information;",Description of Right to Correct Information
42735,WS_60,"If you would like to exercise any of these rights, please contact our customer support via the Help Center in the Mercari app or website or email us at us-datarequest@mercari.com.",Methods to exercise rights
42890,WS_62,"Your right to opt-out is limited to information we “sell” to these third parties. “Sell” in this case does not mean providing data in exchange for money – we don’t do that. “Sell” instead means the disclosure of data, including technical device data that does not identify you directly, when a third party might use that data for its own purposes, such as for personalized advertising.",Description of Right to Opt-out of sale of PI
42892,WS_62,"Right to Non-Discrimination: We will not discriminate against you, in terms of price or services that we offer, if you submit one of the rights requests listed above.",Description of Right to Non-discrimination on exercising rights
42896,WS_62,"“Fitness and Wellness Data” includes data you provide related to your dietary habits, dietary restrictions, fitness activity, fitness goals, lifestyle (e.g., sleeping habits), life events, fitness goals, height, weight, measurements, fitness level, heart rate, sleep data, BMI, biometric data, and similar types of data relating to physiological condition, and activity.",Categories of Personal Information Shared / Disclosed
42933,WS_62,Beacons can be used on web pages for advertising or to confirm the opening of a marketing email.,Categories of Personal Information Collected
42971,WS_63,"Google’s ability to use and share information collected by Google Analytics about your use of the Services or visits to the Site or to another application which partners with Google is restricted by the Google Analytics Terms of Use and the Google Privacy Policy available at: http://www.google.com/policies/privacy.\n\nSocial Media Widgets: Our Site includes social media features, such as Facebook, LinkedIn, and Twitter.",Categories of Personal Information Shared / Disclosed
42984,WS_63,"HOW WE SHARE INFORMATION\nWe share your Personal Information with our service providers, among our entities, in connection with the provision of the Services, a corporate restructuring, to prevent harm, to comply with the law, and to protect our legal rights.",Categories of Personal Information Shared / Disclosed
42987,WS_63,We may share your Personal Information with third parties so that they may provide you with information about products or services that may be of interest to you.,Categories of Personal Information Shared / Disclosed
43017,WS_63,Right of Correction\n\nYou have the right to request that Synchrony and our service providers correct any Personal Information about yourself which Synchrony has collected from you upon receipt of a verifiable request.,Description of Right to Correct Information
43035,WS_63,You have the right to request that Synchrony and our service providers erase any Personal Information about yourself which Synchrony has collected from you upon receipt of a verifiable request.,Description of Right to Delete
43037,WS_63,You have the right to request that Synchrony and our service providers correct any Personal Information about yourself which Synchrony has collected from you upon receipt of a verifiable request.,Description of Right to Correct Information
43038,WS_63,You or your authorized agent can submit your request by calling us at 1-844-894-3960 or visiting our request website at https://www.synchronycredit.com/cpra/.,Methods to exercise rights
43058,WS_64,"We collect this information directly from you.\nInternet or other network activity information:\nThis includes information such as Internet speed, error rates, app download and usage, firmware version, configuration settings, Wifi settings, Internet speed, voltage information, storage information, error rates, App download and usage, services and feature usage, crash diagnostics, and other performance information.",Categories of Personal Information Collected
43114,WS_64,The right to non-discrimination means that you will not receive any discriminatory treatment when you exercise any of your privacy rights.,Description of Right to Non-discrimination on exercising rights
43116,WS_64,"""As further explained in the section below, we do not “sell” or """"share"""" Personal Information.""",Categories of Personal Information Sold
43175,WS_65,"Categories of personal data we sell or disclose for targeted advertising\nThe following chart provides information about the types of Personal Data, whether such Personal Data is disclosed or sold, the categories of third parties to whom we sold or disclosed the information for targeted advertising or cross-context advertising in the last 12 months and the business or commercial purposes for which we sell or disclose the Personal Data for targeted advertising or cross-context advertising (under California law, this is called “Sharing”).\n\nTypes of Personal Data Sold or Disclosed for Targeted Advertising\nThird parties to whom Sold or Disclosed for Targeted Advertising\nBusiness or commercial purposes for Selling or Disclosing for Targeted Advertising \nTypes of Personal Data Identifiers such as: a real name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, or other similar identifiers\nSold or Disclosed for Targeted AdvertisingSold; Disclosed for Advertising\nThird parties to whom Sold or Disclosed for Targeted AdvertisingService providers, marketing and promotional partners, and third parties for operational purposes (e.g., dealers)\nBusiness or commercial purposes for Selling or Disclosing for Targeted Advertising As described above (e.g., to provide you with products and services and internal purposes)\nTypes of Personal Data Commercial information, including: records of personal property, products or services, purchased, obtained, or considered, or records of other purchasing or consuming histories or tendencies\nSold or Disclosed for Targeted AdvertisingSold; Disclosed for Advertising\nThird parties to whom Sold or Disclosed for Targeted AdvertisingService providers, and marketing and promotional partners\nBusiness or commercial purposes for Selling or Disclosing for Targeted Advertising As described elsewhere (e.g., internal purposes and marketing purposes)\nTypes of Personal Data Internet or other electronic network activity information, including, but not limited to, browsing history, search history, and information regarding a consumer’s interaction with a website, application, or advertisement\nSold or Disclosed for Targeted AdvertisingSold; Disclosed for Advertising\nThird parties to whom Sold or Disclosed for Targeted AdvertisingService providers, and marketing and promotional partners\nBusiness or commercial purposes for Selling or Disclosing for Targeted Advertising As described above regarding cookies (e.g., internal purposes and marketing purposes)\nTypes of Personal Data Information collected directly from vehicles\nSold or Disclosed for Targeted AdvertisingSold; Disclosed for Advertising\nThird parties to whom Sold or Disclosed for Targeted AdvertisingService providers, third parties for marketing purposes, service providers for the provision of services\nBusiness or commercial purposes for Selling or Disclosing for Targeted Advertising As described above\nTypes of Personal Data Geolocation data\nSold or Disclosed for Targeted AdvertisingSold; Disclosed for Advertising Third parties to whom Sold or Disclosed for Targeted AdvertisingService providers, and marketing and promotional partners\nBusiness or commercial purposes for Selling or Disclosing for Targeted Advertising As described above regarding cookies (e.g., internal, marketing, warranty and other operational and business purposes)\nTypes of Personal Data Inferences drawn from any Personal Data collected to create a profile about a consumer reflecting the consumer’s preferences, characteristics, psychological trends, predispositions, behavior, attitudes, intelligence, abilities, and aptitudes\nSold or Disclosed for Targeted AdvertisingSold; Disclosed for Advertising\nThird parties to whom Sold or Disclosed for Targeted AdvertisingService providers, marketing and promotional partners, third parties for operational purposes (e.g., dealers) Business or commercial purposes for Selling or Disclosing for Targeted Advertising As described above, in order to facilitate more targeted marketing, as well as for internal reporting and analytics purposes",Categories of Personal Information Sold
43181,WS_65,"For further details about this information, please visit the Categories of Information We Collect above.",Description of Right to Know PI Collected
43185,WS_65,The Right to Request Deletion of Personal Data about You\nCertain state residents have a right to request the deletion of their Personal Data collected or maintained by Nissan.,Description of Right to Delete
43190,WS_65,"The Right to Limit the Use or Disclosure of Sensitive Personal Data\nCertain state residents have a right to limit the use or disclosure of Sensitive Personal Data, including one’s precise geolocation, by Nissan.",Description of Right to Limit use of PI
43192,WS_65,The Right to Non-Discrimination for the Exercise of a Consumer’s Privacy Rights\nYou have a right not to receive discriminatory treatment by Nissan for exercising any of your privacy rights conferred by your state’s consumer privacy laws.,Description of Right to Non-discrimination on exercising rights
43193,WS_65,"Nissan will not discriminate against any consumer because such person exercised any of the consumer’s rights under these privacy laws, including, but not limited to:\ndenying goods or services\ncharging different prices or rates for goods and services, including through the use of discounts or other benefits or imposing penalties\nproviding a different level or quality of goods or services\nsuggesting that the consumer will receive a different price or rate for goods or services or a different level or quality of goods or services",Description of Right to Non-discrimination on exercising rights
43195,WS_65,The right to correct,Description of Right to Correct Information
43219,WS_65,"Types of Personal Data Sold or Disclosed for Targeted Advertising\nThird parties to whom Sold or Disclosed for Targeted Advertising\nBusiness or commercial purposes for Selling or Disclosing for Targeted Advertising \nTypes of Personal Data Identifiers such as: a real name, alias, postal address, unique personal identifier, online identifier, Internet Protocol address, email address, account name, or other similar identifiers\nSold or Disclosed for Targeted AdvertisingSold; Disclosed for Advertising\nThird parties to whom Sold or Disclosed for Targeted AdvertisingService providers, marketing and promotional partners, and third parties for operational purposes (e.g., dealers)\nBusiness or commercial purposes for Selling or Disclosing for Targeted Advertising As described above (e.g., to provide you with products and services and internal purposes)\nTypes of Personal Data Commercial information, including: records of personal property, products or services, purchased, obtained, or considered, or records of other purchasing or consuming histories or tendencies\nSold or Disclosed for Targeted AdvertisingSold; Disclosed for Advertising\nThird parties to whom Sold or Disclosed for Targeted AdvertisingService providers, and marketing and promotional partners\nBusiness or commercial purposes for Selling or Disclosing for Targeted Advertising As described elsewhere (e.g., internal purposes and marketing purposes)\nTypes of Personal Data Internet or other electronic network activity information, including, but not limited to, browsing history, search history, and information regarding a consumer’s interaction with a website, application, or advertisement\nSold or Disclosed for Targeted AdvertisingSold; Disclosed for Advertising\nThird parties to whom Sold or Disclosed for Targeted AdvertisingService providers, and marketing and promotional partners\nBusiness or commercial purposes for Selling or Disclosing for Targeted Advertising As described above regarding cookies (e.g., internal purposes and marketing purposes)\nTypes of Personal Data Information collected directly from vehicles\nSold or Disclosed for Targeted AdvertisingSold; Disclosed for Advertising\nThird parties to whom Sold or Disclosed for Targeted AdvertisingService providers, third parties for marketing purposes, service providers for the provision of services\nBusiness or commercial purposes for Selling or Disclosing for Targeted Advertising As described above\nTypes of Personal Data Geolocation data\nSold or Disclosed for Targeted AdvertisingSold; Disclosed for Advertising Third parties to whom Sold or Disclosed for Targeted AdvertisingService providers, and marketing and promotional partners\nBusiness or commercial purposes for Selling or Disclosing for Targeted Advertising As described above regarding cookies (e.g., internal, marketing, warranty and other operational and business purposes)\nTypes of Personal Data Inferences drawn from any Personal Data collected to create a profile about a consumer reflecting the consumer’s preferences, characteristics, psychological trends, predispositions, behavior, attitudes, intelligence, abilities, and aptitudes\nSold or Disclosed for Targeted AdvertisingSold; Disclosed for Advertising\nThird parties to whom Sold or Disclosed for Targeted AdvertisingService providers, marketing and promotional partners, third parties for operational purposes (e.g., dealers) Business or commercial purposes for Selling or Disclosing for Targeted Advertising As described above, in order to facilitate more targeted marketing, as well as for internal reporting and analytics purposes",Categories of Personal Information Sold
43222,WS_65,"Certain state residents have the right to request that Nissan correct the Personal Data it collects, uses, discloses, and sells.",Description of Right to Correct Information
43223,WS_65,Certain state residents have a right to request the deletion of their Personal Data collected or maintained by Nissan.,Description of Right to Delete
43225,WS_65,"Certain state residents have a right to limit the use or disclosure of Sensitive Personal Data, including one’s precise geolocation, by Nissan.",Description of Right to Limit use of PI
43227,WS_65,Nissan uses and discloses Sensitive Personal Information for exempted business purposes not subject to Requests to Limit the Use or Disclosure of such information.,Description of Right to Limit use of PI
43290,WS_66,"Biometric information. ||| 1: Genetic, physiological, behavioral, and biological characteristics, or activity patterns used to extract a template or other identifier or identifying information, such as, fingerprints, faceprints, and voiceprints, iris or retina scans, keystroke, gait, or other physical patterns, and sleep, health, or exercise data. ||| 2: NO\n\n0: F.",Categories of Personal Information Collected
43308,WS_66,"Sale or Sharing of Personal Information\n\n\nIn the preceding twelve (12) months, Office Depot has sold or shared (as these terms are defined under Privacy Laws) the following categories of personal information. (Office Depot does not knowingly collect, sell, or share the personal information of individuals under the age of 16).\n\nCategory A: Identifiers.\nCategory B: Personal information categories listed in certain applicable laws (including the California Customer Records statute (Cal.",Categories of Personal Information Sold
43309,WS_66,Code § 1798.80(e)))\nCategory D: Commercial information.\nCategory F: Internet or other similar network activity.\nCategory G: Geolocation data.\nCategory I: Professional or employment-related information.\nCategory K: Inferences drawn from other personal information.,Categories of Personal Information Sold
43312,WS_66,"Once we receive and confirm your verifiable consumer request, we will disclose to you::\n\nThe categories of personal information we collected about you, the categories of information we shared for a business purpose and the categories of information we sold during the prior 12 months.\nThe specific pieces of personal information we collected about you since January 1, 2022, subject to certain exceptions. \n",Description of Right to Know PI sold / shared
43314,WS_66,"Deletion Request Rights\n\n\nYou have the right to request that Office Depot delete your personal information that we collected from you and retained, subject to certain exceptions.",Description of Right to Delete
43317,WS_66,"Penal Code § 1546 et. seq.).\nEngage in public or peer-reviewed scientific, historical, or statistical research that conforms or adheres to all other applicable ethics and privacy laws, when the information’s deletion may likely render impossible or seriously impair the research’s ability to complete such research, if you previously provided informed consent.\nEnable solely internal uses that are reasonably aligned with consumer expectations based on your relationship with us and compatible with the context in which you provided the information.\nComply with a legal obligation.\nMake other internal and lawful uses of that information that are compatible with the context in which you provided it",Description of Right to Delete
43320,WS_66,"In some cases, for instance if you have an account with us, you can update your information by logging into your account.",Description of Right to Correct Information
43323,WS_66,"Right to Limit Use and Disclosure of Sensitive Personal Information\n\nYou have the right, at any time, to direct us to limit our use of your sensitive personal information to that use which is necessary to perform the services or provide the goods reasonably expected by an average consumer who requests those goods or services.",Description of Right to Limit use of PI
43324,WS_66,This does not include sensitive personal information that is collected or processed without the purpose of inferring characteristics about you.,Description of Right to Limit use of PI
43345,WS_66,We share information with our business and marketing partner,Categories of Personal Information Shared / Disclosed
43361,WS_66,"Code § 1798.80(e))).\n\nA name, signature, address, telephone number, education, driver’s license number, Social Security Number, credit card number, debit card number, or any other methods of payment for our products, or medical information.\nSome personal information included in this category may overlap with other categories.\n\nYES\n\n",Categories of Personal Information Sold
43488,WS_67,"If you choose to register for or attend a virtual or in-person event or webinar that we host (such as our Oktane customer conference), enter a contest or raffle with us and a sponsor, or download content (such as a whitepaper) from our website, then we may disclose your contact information, content interest information or other activity data, and any other information, including Personal Data, collected in the course of these activities for commercial purposes to those sponsors.",Categories of Personal Information Shared / Disclosed
43514,WS_67,"You have the right to rectify inaccurate Personal Data and, taking into account the purpose of processing, to ensure it is complete.",Description of Right to Correct Information
43523,WS_67,Right to Non-Discrimination for the Exercise of Your Privacy Rights.,Description of Right to Non-discrimination on exercising rights
43551,WS_67,Right to Correct Inaccurate Personal Data.,Description of Right to Correct Information
43553,WS_67,You have the right not to receive discriminatory treatment by us for the exercise of your privacy rights conferred by the CCPA.,Description of Right to Non-discrimination on exercising rights
43589,WS_67,"The data disclosed in this category is not Personal Data.\n\nOkta Communities, Help Center, and Other User Generated Content.",Categories of Personal Information Shared / Disclosed
43612,WS_68,Darden and the companies we work with may collect some certain information when you visit one of our sites or see our ads.,Categories of Personal Information Collected
43629,WS_68,"When you sign up with our eClub or rewards and provide us with your contact information, we may also use that information to contact you with news and special offers.\n\nTo the extent permitted by applicable law and with your consent where required, we also use information collected through automated means for purposes such as (i) customizing our users’ visits to our site, (ii) delivering content (including advertising) tailored to our users’ interests and the manner in which our users browse our site, and (iii) managing our site and other aspects of our business.",Categories of Personal Information Collected
43633,WS_68,"Members of the Darden family who receive this information from us are not authorized to use or disclose the information except as set out in this privacy statement.\nThird Parties: In order to serve you, we disclose your Personal Information to service providers or third parties that perform functions on our behalf.",Categories of Personal Information Shared / Disclosed
43655,WS_68,You or your authorized agent may exercise this right by submitting a verifiable consumer request to us by either:\n\nSubmitting your request here\nCalling 1-888-467-4123,Methods to exercise rights
43658,WS_68,"The Right to Correct Your Information\nYou or your authorized agent have the right to request that any inaccurate or incomplete Personal Information held by us or on our behalf is corrected, by contacting us.",Description of Right to Correct Information
43659,WS_68,We will take reasonable steps to ensure the accuracy of the Personal Information we retain about you.,Description of Right to Correct Information
43660,WS_68,"It is your responsibility to ensure you submit true, accurate, and complete information to us, and timely update us in the event this information changes.",Description of Right to Correct Information
43664,WS_68,The Right to Limit the Use of Sensitive Personal Information Processing\nDarden uses and discloses sensitive personal information only for purposes permitted under California law.,Description of Right to Limit use of PI
43665,WS_68,We therefore do not offer a right to limit the use and disclosure of such information.,Description of Right to Limit use of PI
43669,WS_68,"Participation in a financial incentive program requires your prior opt in consent, which you may revoke at any time.",Description of Right to Non-discrimination on exercising rights
43686,WS_68,"Ruth’s Chris\nWe may collect your Personal Information from other sources:\n\nThird Parties: We may, from time to time, supplement the information we collect about you from third-party sources from whom we collect or purchase Personal Information in order to enhance our ability to serve you, tailor content to you, and offer you products or services that we believe may be of interest to you.",Categories of Personal Information Collected
43694,WS_68,"As part of that sale or transfer, we may pass the information we have collected and stored, including Personal Information, to anyone involved in the sale or transfer.",Categories of Personal Information Sold
43703,WS_68,Any change to this Notice will be posted on our Sites and your continued use of such Site shall be deemed your acceptance of any modified terms.,Updated Privacy Policy
43760,WS_69,"Delete or correct information about you\n\nUnless retained solely for legal and compliance purposes, Oracle will delete or correct your online or offline personal information, upon request, as set forth below:",Description of Right to Delete
43762,WS_69,"In order to exercise your right to access your online information processed by Oracle Advertising, you can use the Oracle Advertising Registry (‘Registry’) to view the online segments Oracle has associated with your device.",Methods to exercise rights
43764,WS_69,"To request access to your offline information, please visit the Oracle Advertising access site, available at https://datacloudoptout.oracle.com/request-your-data.",Methods to exercise rights
43769,WS_69,delete personal information we collected from you or correct inaccurate personal information about you (see Section 13); or,Description of Right to Delete
43771,WS_69,Oracle will not discriminate against you if you exercise these rights under the CCPA.,Description of Right to Non-discrimination on exercising rights
43776,WS_69,"In case there is an important change that we want to highlight to you, we will also inform you in another way (for example, via a pop-up notice or statement of changes on our website).",Updated Privacy Policy
43805,WS_69,delete personal information we collected from you or correct inaccurate personal information about you (see Section 13);,Description of Right to Correct Information
43812,WS_70,"If you make a purchase, you will need to provide certain personal identifiers, such as your name, physical address, and email address, as well as customer records information, including payment card number.\n\nEngage with social media.",Categories of Personal Information Collected
43835,WS_70,We may also use cookies to customize your visit to the Website and/or Mobile Application and for other purposes to make your visit more convenient or to enable us to enhance our services.,Categories of Personal Information Collected
43836,WS_70,"Analytics\nWe may work with third-party service providers who use the technologies described in this section to conduct website analytics to help us track and understand how visitors use our Website, Mobile Application or other services.\n\n",Categories of Personal Information Collected
43870,WS_70,Right to opt out of selling or sharing.,Description of Right to Opt-out of sale of PI
43877,WS_70,You have the right to limit the use or disclosure of your SPI if we are using your SPI beyond what is reasonable and proportionate to provide the requested goods or services.\n\n,Description of Right to Limit use of PI
43878,WS_70,You have the right not to receive discriminatory treatment by us for the exercise of your CCPA privacy rights.,Description of Right to Non-discrimination on exercising rights
43879,WS_70,"Unless permitted by the CCPA, we will not:\n\nDeny you goods or services.\n\nCharge you different prices or rates for goods or services, including through granting discounts or other benefits, or imposing penalties.\n\nProvide you a different level or quality of goods or services.\n\nSuggest that you may receive a different price or rate for goods or services or a different level or quality of goods or services.",Description of Right to Non-discrimination on exercising rights
43881,WS_70,"Sale of Information\nIn the preceding 12 months, Party City has sold your internet or other electronic network activity collected via cookies and other tracking technologies to data analytics providers and ad networks.",Categories of Personal Information Sold
